X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,dataset
4,5,9,4,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,original
4,4,9,4,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,original
6,5,9,4,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,original
5,4,9,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,original
6,3,9,4,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,original
1,4,9,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,original
6,5,9,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,original
3,5,9,4,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,original
6,5,9,4,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,original
1,4,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,original
5,4,9,6,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,original
6,5,9,6,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,original
6,5,9,6,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,original
4,3,9,6,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,original
3,3,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,original
7,4,9,6,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,original
4,4,9,6,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,original
1,4,9,1,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,original
2,3,9,1,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,original
4,3,9,1,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,original
7,4,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,original
6,3,9,1,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,original
8,6,9,1,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,original
2,4,9,1,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,original
2,5,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,original
8,6,9,1,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,original
6,3,9,1,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,original
8,6,9,1,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,original
6,3,9,1,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,original
2,2,9,1,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,original
1,4,9,1,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,original
5,4,9,5,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0,original
3,4,9,5,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0,original
5,4,9,5,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,original
5,4,9,5,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,original
4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,original
7,4,9,5,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,original
7,4,9,5,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,original
7,4,9,5,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,original
4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,original
4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,original
6,3,9,5,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,original
6,3,9,5,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0,original
1,4,9,5,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,original
6,5,9,5,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,original
4,3,9,5,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,original
7,4,9,5,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,original
4,3,9,2,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,original
6,5,9,2,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,original
6,5,9,2,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,original
4,5,9,2,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,original
4,5,9,2,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,original
6,5,9,6,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,original
4,5,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,original
7,4,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,original
3,4,7,3,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,original
4,5,8,7,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,original
5,4,8,4,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0,original
6,5,9,5,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,original
6,5,9,6,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,original
8,6,8,1,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,original
2,2,8,6,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,original
6,5,3,4,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,original
4,5,1,7,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0,original
5,4,7,3,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,original
8,6,8,4,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,original
8,6,8,3,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,original
9,6,8,4,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,original
8,4,8,6,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,original
2,4,8,7,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,original
3,4,9,7,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,original
5,5,3,4,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,original
6,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,original
7,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,original
7,4,2,1,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,original
8,6,9,5,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,original
1,3,9,7,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,original
2,4,3,2,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,original
6,5,2,1,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,original
4,5,2,7,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,original
4,3,9,7,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,original
5,6,8,7,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,original
1,2,8,6,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,original
9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,original
9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,original
3,4,9,4,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,original
9,9,8,5,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,original
8,6,8,4,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,original
2,4,9,3,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,original
2,2,8,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0,original
6,5,9,6,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,original
4,5,2,6,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0,original
4,3,9,5,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,original
1,4,7,2,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,original
6,3,2,5,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,original
7,4,2,5,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,original
9,4,7,1,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,original
7,5,8,6,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,original
5,4,8,7,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,original
8,6,8,4,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,original
6,3,7,2,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,original
6,5,3,3,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,original
2,4,8,7,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,original
2,5,8,7,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,original
8,8,8,3,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,original
2,4,8,3,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0,original
8,6,7,7,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,original
1,3,9,6,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,original
8,6,8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,original
2,2,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,original
8,6,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,original
2,4,8,1,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,original
1,3,8,4,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,original
3,4,8,7,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,original
7,4,9,4,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,original
1,3,8,6,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,original
8,6,8,4,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0,original
2,4,8,7,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,original
1,4,8,5,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0,original
2,5,7,6,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,original
8,6,8,1,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,original
8,6,8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,original
2,5,8,6,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,original
1,3,9,5,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,original
5,4,9,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0,original
8,6,8,1,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,original
6,5,4,1,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,original
1,2,7,5,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,original
2,5,9,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,original
5,5,8,7,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0,original
6,5,8,7,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,original
3,4,3,3,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,original
7,4,9,3,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,original
7,4,8,7,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,original
4,5,8,3,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,original
1,4,8,5,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,original
7,4,8,1,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,original
4,5,8,4,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,original
3,4,8,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,original
3,4,7,1,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,original
2,4,8,4,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,original
1,4,8,3,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,original
8,6,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,original
7,4,8,6,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,original
2,5,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,original
8,6,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,original
1,4,9,7,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,original
6,5,2,2,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,original
6,4,2,2,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,original
2,2,2,6,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,original
6,5,3,1,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,original
3,4,3,3,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,original
6,5,3,4,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,original
6,3,4,7,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,original
5,4,4,7,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0,original
4,3,5,5,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,original
8,3,6,1,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,original
9,4,6,6,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,original
4,3,6,4,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,original
2,5,6,4,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,original
4,3,7,4,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,original
4,3,7,7,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,original
7,4,7,7,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,original
7,4,7,1,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,original
9,9,7,4,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,original
4,3,7,4,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,original
3,4,8,7,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,original
8,6,8,7,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0,original
2,5,8,7,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,original
2,4,8,1,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,original
5,4,8,2,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,original
5,4,8,2,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,original
4,4,8,2,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,original
4,4,8,3,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,original
4,4,8,3,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,original
4,4,8,4,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,original
1,3,8,5,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,original
1,3,8,5,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,original
6,6,8,6,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,original
6,6,8,1,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,original
4,5,8,1,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,original
3,4,8,2,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,original
6,5,8,2,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,original
7,5,8,2,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,original
8,6,8,2,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,original
7,5,8,2,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,original
4,4,8,2,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,original
2,4,8,3,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,original
4,3,8,3,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,original
1,2,8,4,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,original
1,2,8,5,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0,original
2,4,8,5,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,original
1,2,8,5,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,original
5,4,8,5,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,original
6,5,8,5,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,original
8,6,8,7,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0,original
4,3,8,7,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44,original
2,4,8,7,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,original
7,4,8,7,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16,original
1,4,8,6,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0,original
6,3,11,2,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0,original
7,5,3,5,86.2,26.2,94.3,5.1,13.2,41,8.7,0.0,0.0,drifted
7,4,10,2,90.6,35.4,669.1,6.7,23.0,23,2.9,0.0,0.0,drifted
7,4,10,6,90.6,43.7,686.9,6.7,19.6,23,3.3,0.0,0.0,drifted
8,6,3,5,91.7,33.3,77.5,9.0,13.3,87,6.0,0.02,0.0,drifted
8,6,3,7,89.3,51.3,102.2,9.6,16.4,89,3.8,0.0,0.0,drifted
8,6,8,7,92.3,85.3,488.0,14.7,27.2,19,7.4,0.0,0.0,drifted
8,6,8,1,92.3,88.9,495.6,8.5,29.1,17,5.1,0.0,0.0,drifted
8,6,8,1,91.5,145.4,608.2,10.7,13.0,76,4.2,0.0,0.0,drifted
8,6,9,2,91.0,129.5,692.6,7.0,18.1,53,7.4,0.0,0.0,drifted
7,5,9,6,92.5,88.0,698.6,7.1,27.8,30,6.0,0.0,0.0,drifted
7,5,9,6,92.5,88.0,698.6,7.1,22.8,41,9.2,0.0,0.0,drifted
7,5,9,6,92.8,73.2,713.0,22.6,24.3,28,6.0,0.0,0.0,drifted
6,5,8,5,63.5,70.8,665.3,0.8,22.0,62,8.7,0.0,0.0,drifted
6,5,9,1,90.9,126.5,686.5,7.0,26.3,32,4.2,0.0,0.0,drifted
6,5,9,3,92.9,133.3,699.6,9.2,31.4,11,6.5,0.0,0.0,drifted
6,5,9,5,93.3,141.2,713.9,13.9,27.9,34,7.4,0.0,0.0,drifted
5,5,3,6,91.7,35.8,80.8,7.8,20.1,17,7.4,0.0,0.0,drifted
8,5,10,1,84.9,32.8,664.2,3.0,21.7,37,6.9,0.0,0.0,drifted
6,4,3,3,89.2,27.9,70.8,6.3,20.9,25,6.0,0.0,0.0,drifted
6,4,4,6,86.3,27.4,97.1,5.1,14.3,34,6.5,0.0,0.0,drifted
6,4,9,2,91.0,129.5,692.6,7.0,23.3,30,4.7,0.0,0.0,drifted
5,4,9,1,91.8,78.5,724.3,9.2,24.1,28,4.7,0.0,0.0,drifted
7,4,6,7,94.3,96.3,200.0,56.1,26.0,34,6.5,0.0,0.0,drifted
7,4,8,6,90.2,110.9,537.4,6.2,24.5,33,7.8,0.0,0.0,drifted
7,4,8,6,93.5,139.4,594.2,20.3,28.7,22,7.8,0.0,0.0,drifted
7,4,8,7,91.4,142.4,601.4,10.6,21.3,50,7.4,0.0,0.0,drifted
7,4,9,5,92.4,117.9,668.0,12.2,24.0,24,7.8,0.0,0.0,drifted
7,4,9,1,90.9,126.5,686.5,7.0,24.4,38,3.3,0.0,0.0,drifted
6,3,9,6,93.4,145.4,721.4,8.1,35.2,14,4.7,0.0,0.0,drifted
6,3,9,7,93.5,149.3,728.6,8.1,27.8,29,5.6,0.0,0.0,drifted
6,3,9,5,94.3,85.1,692.3,15.9,30.4,14,5.6,0.0,0.0,drifted
6,3,9,1,88.6,91.8,709.9,7.1,16.2,68,9.6,0.0,0.0,drifted
6,3,9,5,88.6,69.7,706.8,5.8,25.6,27,3.8,0.0,0.0,drifted
6,3,9,7,91.7,75.6,718.3,7.8,22.7,29,5.6,0.0,0.0,drifted
6,3,9,1,91.8,78.5,724.3,9.2,26.2,22,4.7,0.0,0.0,drifted
6,3,9,2,90.3,80.7,730.2,6.3,23.2,52,6.5,0.0,0.0,drifted
6,3,10,2,90.6,35.4,669.1,6.7,26.7,14,6.5,0.0,0.0,drifted
7,4,10,5,90.0,41.5,682.6,8.7,16.3,50,7.4,0.0,0.0,drifted
7,3,10,6,90.6,43.7,686.9,6.7,22.8,17,6.0,0.0,0.0,drifted
4,4,3,2,88.1,25.7,67.6,3.8,19.1,33,4.7,0.0,0.0,drifted
4,4,7,2,79.5,60.6,366.7,1.5,28.3,27,5.1,0.0,0.0,drifted
4,4,8,6,90.2,96.9,624.2,8.9,23.4,32,8.7,0.0,0.0,drifted
4,4,8,2,94.8,108.3,647.1,17.0,21.6,44,7.4,0.0,0.0,drifted
4,4,9,6,92.5,88.0,698.6,7.1,24.6,38,4.7,0.0,0.0,drifted
4,4,9,3,90.1,82.9,735.7,6.2,17.9,64,6.9,0.0,0.0,drifted
5,6,9,3,94.3,85.1,692.3,15.9,30.9,14,6.0,0.0,0.0,drifted
5,6,9,1,90.9,126.5,686.5,7.0,19.7,60,5.6,0.0,0.0,drifted
6,6,7,1,94.2,62.3,442.9,11.0,28.0,26,5.1,0.0,0.0,drifted
4,4,3,1,87.2,23.9,64.7,4.1,16.8,25,3.8,0.0,0.0,drifted
4,4,3,1,87.6,52.2,103.8,5.0,16.0,36,7.8,0.0,0.0,drifted
4,4,9,4,92.9,137.0,706.4,9.2,25.8,7,3.3,0.0,0.0,drifted
4,3,8,7,90.2,99.6,631.2,6.3,26.5,24,4.2,0.0,0.0,drifted
4,3,8,3,92.1,111.2,654.1,9.6,25.4,32,6.9,0.0,0.0,drifted
4,3,8,3,92.1,111.2,654.1,9.6,25.4,32,6.9,0.0,0.0,drifted
4,3,8,4,91.7,114.3,661.3,6.3,22.6,35,5.6,0.0,0.0,drifted
4,3,9,4,92.9,137.0,706.4,9.2,32.7,14,4.2,0.0,0.0,drifted
4,3,9,2,90.3,80.7,730.2,6.3,22.8,53,6.9,0.0,0.0,drifted
4,3,10,7,92.6,46.5,691.8,8.8,18.8,40,4.7,0.0,0.0,drifted
2,2,2,1,84.0,9.3,34.0,2.1,18.9,30,7.4,0.0,0.0,drifted
2,2,2,5,86.6,13.2,43.0,5.3,17.3,41,2.9,0.0,0.0,drifted
2,2,3,7,89.3,51.3,102.2,9.6,16.5,29,7.8,0.0,0.0,drifted
2,2,3,7,89.3,51.3,102.2,9.6,10.5,49,8.3,0.0,0.0,drifted
2,2,8,4,93.0,75.3,466.6,7.7,23.8,25,6.9,0.0,0.0,drifted
2,2,8,7,90.2,99.6,631.2,6.3,25.8,23,4.7,0.0,0.0,drifted
2,2,8,1,91.1,103.2,638.8,5.8,28.1,21,5.1,0.0,0.0,drifted
2,2,8,4,91.7,114.3,661.3,6.3,23.6,34,6.5,0.0,0.0,drifted
2,2,9,5,92.4,117.9,668.0,12.2,28.0,27,6.5,0.0,0.0,drifted
2,2,9,5,92.4,117.9,668.0,12.2,24.6,23,7.4,0.0,0.0,drifted
2,2,9,5,92.4,117.9,668.0,12.2,24.6,23,8.3,0.0,0.0,drifted
4,5,3,5,91.7,33.3,77.5,9.0,22.2,16,6.5,0.0,0.0,drifted
4,5,3,5,91.2,48.3,97.8,12.5,20.8,17,9.6,0.0,0.0,drifted
4,5,9,5,94.3,85.1,692.3,15.9,22.7,27,5.6,0.0,0.0,drifted
5,4,3,5,91.7,33.3,77.5,9.0,20.6,15,8.3,0.0,0.0,drifted
5,4,8,2,88.8,147.3,614.5,9.0,22.3,33,6.5,0.0,0.0,drifted
5,4,9,5,93.3,141.2,713.9,13.9,32.6,20,3.3,0.0,0.0,drifted
9,9,2,4,84.2,6.8,26.6,7.7,11.7,69,5.1,0.0,0.0,drifted
9,9,2,5,86.6,13.2,43.0,5.3,20.7,33,5.1,0.0,0.0,drifted
1,3,3,1,87.6,52.2,103.8,5.0,13.3,62,5.1,0.0,0.0,drifted
1,2,8,5,90.1,108.0,529.8,12.5,19.7,56,4.7,0.0,0.0,drifted
1,2,8,2,91.0,121.2,561.6,7.0,26.6,9,8.7,0.0,0.0,drifted
1,2,8,7,91.4,142.4,601.4,10.6,24.5,29,8.3,0.0,0.0,drifted
1,2,8,7,90.2,99.6,631.2,6.3,22.9,34,4.2,0.0,0.0,drifted
1,2,8,2,94.8,108.3,647.1,17.0,23.6,41,6.5,0.0,0.0,drifted
1,2,8,3,92.1,111.2,654.1,9.6,21.6,37,2.9,0.0,0.0,drifted
1,2,8,4,91.7,114.3,661.3,6.3,25.2,35,5.6,0.0,0.0,drifted
1,2,9,4,92.9,137.0,706.4,9.2,26.5,5,2.9,0.0,0.0,drifted
1,2,9,4,92.9,137.0,706.4,9.2,30.4,17,4.2,0.0,0.0,drifted
1,2,9,4,92.9,137.0,706.4,9.2,27.4,24,4.2,0.0,0.0,drifted
1,2,9,7,93.5,149.3,728.6,8.1,30.3,26,5.6,0.0,0.0,drifted
6,5,3,6,91.7,35.8,80.8,7.8,22.4,15,6.9,0.0,0.0,drifted
6,5,8,6,90.2,96.9,624.2,8.9,19.7,49,7.8,0.0,0.0,drifted
8,6,3,5,91.7,35.8,80.8,7.8,22.4,14,7.4,0.0,0.0,drifted
8,6,8,7,92.3,85.3,488.0,14.7,25.8,22,8.3,0.0,0.0,drifted
8,6,8,7,91.4,142.4,601.4,10.6,23.2,33,6.9,0.0,0.0,drifted
8,6,8,1,91.1,103.2,638.8,5.8,28.4,12,4.7,0.0,0.0,drifted
4,4,9,7,89.7,90.0,704.4,4.8,22.8,54,3.3,0.0,0.0,drifted
3,4,2,6,83.9,8.0,30.2,2.6,17.7,38,3.8,0.0,0.0,drifted
3,4,3,6,69.0,2.4,15.5,0.7,22.4,14,7.4,0.0,0.0,drifted
3,4,8,7,91.4,142.4,601.4,10.6,16.6,77,6.5,0.0,0.0,drifted
3,4,8,7,91.4,142.4,601.4,10.6,24.8,29,7.4,0.0,0.0,drifted
3,4,8,7,91.4,142.4,601.4,10.6,24.8,29,7.4,0.0,0.0,drifted
3,4,8,2,88.8,147.3,614.5,9.0,19.4,56,7.4,0.0,0.0,drifted
2,4,8,2,94.8,108.3,647.1,17.0,25.1,30,6.0,0.0,0.0,drifted
2,4,9,6,92.5,121.1,674.4,8.6,29.1,19,6.5,0.0,0.0,drifted
2,4,1,6,82.1,3.7,9.3,2.9,10.3,68,5.1,0.0,0.0,drifted
4,5,3,5,85.9,19.5,57.3,2.8,17.7,42,8.3,0.0,0.0,drifted
4,5,3,4,91.4,30.7,74.3,7.5,23.2,19,5.1,0.0,0.0,drifted
4,5,8,7,90.2,99.6,631.2,6.3,26.4,23,5.1,0.0,0.0,drifted
4,5,9,6,92.5,88.0,698.6,7.1,25.3,35,5.1,0.0,0.0,drifted
4,5,9,1,88.6,91.8,709.9,7.1,22.4,46,7.4,0.0,0.0,drifted
4,4,3,5,85.9,19.5,57.3,2.8,18.7,33,7.8,0.0,0.0,drifted
